code,web_name,expected_points
118748,M.Salah,9.404737839545168
194634,Diogo J.,7.119683655536028
153682,Wilson,7.007543859649123
244731,Luis Díaz,6.771794871794873
476344,Duran,6.704285714285715
181284,Guedes,6.700000000000001
172780,Maddison,6.599115044247788
244851,Palmer,6.513992762364296
223340,Saka,6.442586750788644
232792,Lamptey,6.011729106628243
513418,Schade,5.931451990632319
224995,Sinisterra,5.891477832512316
222683,Kluivert,5.865444839857652
446008,Mbeumo,5.706129032258065
97299,Stones,5.611951219512196
168636,Enes Ünal,5.5029032258064525
220362,Disasi,5.500000000000001
178301,Watkins,5.41992125984252
67089,Dúbravka,5.41
223094,Haaland,5.407788180222353
111317,Brooks,5.374615384615384
219168,Isak,5.331739130434783
533463,O.Dango,5.306377171215881
85971,Son,5.2526490066225175
242898,Johnson,5.1546125461254615
248857,Madueke,5.137410071942447
248875,Doku,5.137398843930636
60689,Wood,5.123333333333333
61366,De Bruyne,5.1134567901234576
114243,J.Murphy,5.105503211991435
96994,De Cordova-Reid,5.097822878228783
216646,Wissa,5.096523534269199
205651,G.Jesus,5.076470588235294
517052,N.Jackson,5.0671554252199416
169187,Alexander-Arnold,5.062719633307869
554605,Huijsen,4.997594936708861
206325,Zinchenko,4.963829787234042
18892,Young,4.956872037914692
88894,Barkley,4.945223880597015
206915,Jones,4.918633540372671
213198,Nkunku,4.9154639175257735
430871,Cunha,4.9
201666,Barnes,4.896727989487516
226597,Gabriel,4.883425414364641
444145,Martinelli,4.870561998215878
227444,Milenković,4.862222222222222
244850,Rogers,4.847601026298911
449434,Elanga,4.837555129434325
502222,Sosa,4.805165876777252
231416,F.Kadıoğlu,4.755454545454546
209243,Sancho,4.658620689655173
159506,Aina,4.641247717589775
244042,Muniz,4.632348754448399
222531,Gibbs-White,4.6265979381443305
102057,Raúl,4.613674911660778
433154,McNeil,4.58421052631579
204716,Konaté,4.579671457905544
243298,Gakpo,4.511607142857143
477424,Gvardiol,4.5090839694656495
215136,N.Williams,4.508805309734514
475168,João Pedro,4.45873417721519
116216,Trossard,4.453816046966732
444102,Evanilson,4.451538461538462
154566,Solanke,4.3753173483779975
445044,Kulusevski,4.36328437917223
209289,Smith Rowe,4.3536363636363635
153133,Iwobi,4.315903614457833
535818,Adingra,4.305260663507109
424876,Szoboszlai,4.295740905057675
448514,Aït-Nouri,4.288349514563107
437730,Semenyo,4.265862068965518
232826,Gordon,4.238870292887029
428399,João Félix,4.234293948126801
462424,Saliba,4.209172546504169
485047,Morato,4.177845303867404
97032,Virgil,4.177777777777777
510281,Sávio,4.170616740088106
592031,Minteh,4.163846153846154
463034,Delap,4.15830258302583
106611,Keane,4.122222222222222
440089,Damsgaard,4.113520710059172
178186,Bowen,4.108913043478261
480455,Branthwaite,4.105882352941176
180736,Chalobah,4.102452830188679
575476,Murillo,4.097701941139637
76357,Cairney,4.088939929328623
441164,Pedro Porro,4.06796875
87835,Doherty,4.051898734177215
184754,Hee Chan,4.037767220902612
445122,J.Timber,4.029032258064516
85633,Sels,4.016315789473684
232185,I.Sarr,4.006610169491525
536916,Buonanotte,4.001304347826087
50175,Welbeck,3.997218721872187
493250,Amad,3.991691498685364
487838,Hall,3.9743286573146293
156689,Andreas,3.9717232375979115
165153,Werner,3.9689655172413794
219847,Havertz,3.967567567567568
448047,Enzo,3.9346646571213264
116535,A.Becker,3.9270270270270267
215379,Anderson,3.9191408325952177
467779,Wieffer,3.904827586206897
169528,Robinson,3.900526315789474
247412,Strand Larsen,3.8947848761408084
244858,Carvalho,3.884736842105263
106468,Alex Moreno,3.876912325285897
232859,Spence,3.86875
465351,Matheus N.,3.868557874762809
141746,B.Fernandes,3.8677966101694916
91889,Füllkrug,3.8643478260869566
122798,Robertson,3.85500387897595
39155,Lallana,3.8520689655172418
463067,Georginio,3.846750483558994
198869,White,3.8452449567723344
432830,Collins,3.8426315789473686
200641,Nelson,3.8347204968944104
477064,Lewis,3.829009287925697
80146,J.Ayew,3.82301775147929
159533,Adama,3.815379609544469
466075,Calafiori,3.805537459283388
219279,Sugawara,3.799677419354839
119471,Schär,3.797730061349693
195384,Merino,3.7947368421052636
176297,Rashford,3.787692307692308
91651,Kovačić,3.7868885047536733
101668,Vardy,3.759671772428884
126184,Aké,3.74609756097561
201658,Tavernier,3.729894551845343
209046,Hudson-Odoi,3.7202431610942255
196411,Chaplin,3.6851239669421485
544877,Kerkez,3.6833414783139893
224967,Mykolenko,3.667272727272727
447203,Darwin,3.6524339360222533
165809,Bernardo,3.6463706563706566
486385,Beto,3.606161137440758
247348,Muñoz,3.605306388526728
172453,Szmodics,3.5943521594684387
489706,Devenny,3.586315789473684
215439,Souček,3.555411013567438
155511,Armstrong,3.5512244897959184
166477,Castagne,3.536875
491279,Van de Ven,3.4989847715736038
179268,Cucurella,3.4940959409594097
17761,Tarkowski,3.464245810055866
492777,Bradley,3.4584415584415584
88248,Ortega Moreno,3.456666666666667
111234,Pickford,3.4555555555555557
184029,Ødegaard,3.4423387096774194
231057,Bellegarde,3.4194805194805196
245419,Daka,3.413960396039604
219249,O'Riley,3.4086842105263155
200720,Kelleher,3.4
167199,Thomas,3.3775160599571734
180974,Joelinton,3.376
483081,R.Gomes,3.375409836065574
154561,Raya,3.373684210526316
57531,Antonio,3.363956834532374
493105,Garnacho,3.361228939544103
209036,Guéhi,3.36
214285,Tsimikas,3.3516129032258064
202993,Bentancur,3.345255474452555
209244,Foden,3.326448598130842
109533,Emerson,3.308889711324945
487117,Ferguson,3.303087557603687
510500,Jota Silva,3.2950847457627117
458249,Zirkzee,3.2784415584415583
460842,Kudus,3.2763793103448275
109745,Arrizabalaga,3.2471428571428573
200402,N.Semedo,3.2423295454545453
214590,Wan-Bissaka,3.235684485006519
231899,Taylor,3.235311572700297
115556,Davies,3.2333333333333334
244723,Mitchell,3.2301934703748487
451340,Mitoma,3.2264507772020727
204480,Rice,3.2225058004640372
437499,Lacroix,3.21625
243016,Mac Allister,3.2160032493907393
78916,Burn,3.2100000000000004
221632,Romero,3.193634496919918
204580,Janelt,3.192142857142857
449871,Onana,3.190661521499449
247632,Neto,3.188546255506608
101188,Digne,3.171052631578948
77794,Trippier,3.168490566037736
111773,Krafth,3.16
54469,Smith,3.1411627906976745
224024,L.Paquetá,3.137868852459017
227127,Bissouma,3.114848143982002
232413,Eze,3.1049640287769784
199796,Cash,3.0924498886414256
231065,Pinnock,3.09
167074,Tete,3.088256735340729
171314,Rúben,3.083922651933702
482442,P.M.Sarr,3.077062374245473
109646,Tosin,3.0594202898550726
155408,Cook,3.052374245472837
158499,Christie,3.04720823798627
83299,Dunk,3.028527315914489
440854,Kiwior,3.014551083591331
231480,S.Bueno,3.01340206185567
496661,Dibling,3.0049114631873257
535301,Baleba,2.997068965517242
450070,Summerville,2.9907580174927118
208706,Bruno G.,2.9846223564954686
111478,Veltman,2.978620378719567
204968,Yates,2.9769631901840494
510362,Toti,2.9688836104513063
460028,Colwill,2.9555555555555557
443261,J.Clarke,2.9526315789473685
455084,Davis,2.9526315789473685
122806,McGinn,2.9519433198380574
165659,Diego Carlos,2.9465217391304352
193204,Aribo,2.946521739130435
154048,Mavididi,2.921764705882353
226956,Roerslev,2.9214516129032257
211975,Akanji,2.921034482758621
245719,Harwood-Bellis,2.920826057756884
121160,Ederson M.,2.9207692307692312
477580,Zabarnyi,2.916315789473684
486672,Caicedo,2.9148367952522256
151086,Mario Jr.,2.9135135135135135
232653,Ramsey,2.9109302325581394
158534,Walker-Peters,2.9078807947019873
128295,Nørgaard,2.904549653579677
221820,Martinez,2.902857142857143
149065,José Sá,2.9
184254,Vicario,2.9
231747,Mateta,2.8922784810126583
441191,Livramento,2.8679591836734697
166989,Tielemans,2.8611502199874295
80201,Leno,2.858421052631579
433979,Archer,2.856520787746171
177815,Calvert-Lewin,2.8538228614685845
448089,J.Gomes,2.848616600790514
215059,Sánchez,2.8411764705882354
503301,Hutchinson,2.836890045543266
215711,Bailey,2.831019417475728
513527,El Khannouss,2.8295804195804193
174874,Andersen,2.8124299065420564
220627,Justin,2.800985189954926
249231,Lewis-Potter,2.7998159509202454
207283,Jensen,2.794878048780488
461587,McAteer,2.791818181818182
209365,De Ligt,2.7840394088669953
551226,M.Fernandes,2.768969957081545
179519,Mangala,2.759872611464968
244845,Wood,2.7442857142857147
202641,Onana,2.730526315789474
200089,Willock,2.7235338345864664
225321,Ramsdale,2.7233333333333336
232892,Bassey,2.7233333333333336
37642,Evans,2.7199999999999998
216051,Dalot,2.7080668257756564
108413,Hughes,2.705027624309392
449429,Greaves,2.7
114283,Grealish,2.6896466431095405
230001,Mazraoui,2.677983193277311
203341,Ndidi,2.675953947368421
199798,Konsa,2.672288077188146
57328,Clyne,2.6671428571428573
469142,Van Hecke,2.6596503496503496
440993,Ndiaye,2.658959943780745
514356,Lavia,2.6578947368421053
531442,A.Fatawu,2.65375
441266,Gravenberch,2.650962772785623
499169,Lewis-Skelly,2.643801652892562
493125,Dragusin,2.6346938775510202
235530,Kelly,2.633728813559322
220394,Doyle,2.631707317073171
497894,Højlund,2.614915254237288
462116,Todibo,2.6090135635018497
438464,C.Doucouré,2.60672131147541
171287,Gomez,2.5963249516441005
487053,Udogie,2.5923076923076924
532529,Hinshelwood,2.582348033373063
171771,Bednarek,2.5810447761194033
221399,Harrison,2.57379679144385
172649,Henderson,2.5678947368421055
214048,Kilman,2.551758241758242
60232,Dawson,2.5501547987616098
220583,Woolfenden,2.5463195691202873
37096,Fabianski,2.5380898876404494
98747,Pope,2.5300000000000002
244954,Pau,2.501297611362169
220585,Downes,2.4962089116143167
74944,Morsy,2.490938936309915
88900,Stephens,2.4893694829760404
164555,Coufal,2.487824267782427
40383,Forster,2.4714285714285715
98980,Martinez,2.4656756756756755
210462,Sangaré,2.4569811320754718
218218,Faes,2.455933014354067
432422,Tonali,2.4534955312810327
212314,Lukić,2.4508938547486037
482609,Gusto,2.448780487804878
489639,Verbruggen,2.445294117647059
204863,Manning,2.4346107784431137
59859,Gündogan,2.4339461883408076
221466,Senesi,2.4218429661941117
427623,C.Richards,2.4178799249530956
61256,Casemiro,2.411476590636254
216616,O'Shea,2.409915014164306
118342,Flekken,2.4087311178247734
121599,A.Doucoure,2.4031948881789136
200785,Adams,2.401642411642412
180135,Longstaff,2.3828429985855726
219924,Diop,2.3782352941176472
503139,Scott,2.373720930232558
224860,C.Soler,2.3732823365785816
180804,Tuanzebe,2.3675324675324676
463903,Lindstrøm,2.3623287671232878
233963,Mavropanos,2.3600848896434634
222018,Johnson,2.356081081081081
149929,Burns,2.342260442260442
250199,Dominguez,2.3233333333333333
80801,Gana,2.3103343465045594
444765,Van den Berg,2.307562149157979
570526,Bergvall,2.3072398190045247
204214,Estupiñan,2.3021875
481624,Jaden,2.2946153846153847
157668,Winks,2.269357277882798
232928,Garner,2.258565737051793
444463,W.Fofana,2.254679802955665
122411,Burgess,2.2333333333333334
205533,Nketiah,2.232608695652174
101178,Ward-Prowse,2.2314634146341463
473341,Okoli,2.2196080910240203
84182,Areola,2.2056043956043956
223434,Igor,2.1980239520958085
207189,Berge,2.1971129707112973
481510,Kristiansen,2.1913046402151983
509416,Ayari,2.1621739130434783
226944,Kamara,2.159811320754717
232917,Muric,2.135294117647059
85955,Jorginho,2.1290076335877863
95658,Maguire,2.121673640167364
513433,Gruda,2.107794117647059
474120,Enciso,2.0942105263157895
509291,André,2.0842374616171955
197024,G.Rodríguez,2.0833408323959506
547701,Gray,2.075438596491228
516895,Mainoo,2.071219512195122
80607,Eriksen,2.0672668810289387
467189,Hermansen,2.0422580645161292
155405,Phillips,2.0349325337331337
454667,Cajuste,2.0181102362204726
184341,Mount,2.0162962962962965
204814,Brereton Díaz,1.9900000000000002
210156,Awoniyi,1.9900000000000002
90105,Fraser,1.9900000000000002
103914,Taylor,1.9900000000000002
508395,Yarmoliuk,1.9900000000000002
503714,Ugochukwu,1.9900000000000002
214466,Smallbone,1.9900000000000002
191866,Ajer,1.9900000000000002
58376,McCarthy,1.9900000000000002
184386,Bree,1.9900000000000002
436893,J.Araujo,1.9900000000000002
167888,Lumley,1.9900000000000002
229600,Travers,1.9900000000000002
58621,Walker,1.9900000000000002
441302,Maatsen,1.9900000000000002
515597,Bogarde,1.9900000000000002
147611,Onuachu,1.9900000000000002
152551,Lerma,1.971676646706587
496221,Wharton,1.9404347826086958
209042,Skipp,1.9250568181818182
209400,Kamada,1.9228133704735377
213999,Álvarez,1.9018367346938776
501837,Mosquera,1.9
101982,Johnstone,1.9
225796,James,1.9
232228,H.Clarke,1.9
242880,B.Badiashile,1.9
441428,Quansah,1.9
463212,Forbs,1.9
490094,Iroegbunam,1.9
229164,Ogbene,1.9
232112,Ugarte,1.8219830028328614
225902,B.Soumaré,1.81
93100,Vestergaard,1.81
94147,Coady,1.81
550864,Yoro,1.7200000000000002
504783,Kamaldeen,0.0
230251,Dennis,0.0
153127,Hayden,0.0
449988,Fábio Silva,0.0
245923,Cundle,0.0
531363,Fraser,0.0
593001,Gonzalez,0.0
515571,Larios,0.0
510363,Chiquinho,0.0
589507,Chiwome,0.0
497606,Chirewa,0.0
208912,Worrall,0.0
490721,H.Bueno,0.0
79602,Bentley,0.0
476502,B.Traore,0.0
518442,Orford,0.0
602903,Mayers,0.0
200428,Lis,0.0
201440,Ui-jo,0.0
536109,Scarles,0.0
500926,Edwards,0.0
441271,Hoever,0.0
549067,Abbott,0.0
556639,Fitzgerald,0.0
517179,Pond,0.0
502697,Alcaraz,0.0
575034,Wheatley,0.0
499724,Amo-Ameyaw,0.0
456350,Bazunu,0.0
547037,Fletcher,0.0
560248,Meupiyou,0.0
577974,Amass,0.0
477386,Bella-Kotchap,0.0
463210,Charles,0.0
88484,Sarabia,0.0
220237,Botman,0.0
576637,Kukonki,0.0
545477,A.Murphy,0.0
200600,Podence,0.0
641221,Pedro Lima,0.0
490503,Edozie,0.0
138001,King,0.0
179018,Almirón,0.0
429414,Kalajdžić,0.0
518438,Casey,0.0
240299,Hodge,0.0
476888,Mara,0.0
230348,Stewart,0.0
114241,Toffolo,0.0
235674,Solomon,0.0
611920,Hardy,0.0
499726,Olusesi,0.0
550839,Odobert,0.0
75115,Wilson,0.0
499721,Moore,0.0
548308,A.Phillips,0.0
552427,Lankshear,0.0
175941,Whiteman,0.0
538207,Osula,0.0
536908,Veliz,0.0
214572,Austin,0.0
490145,Scarlett,0.0
564510,Kuol,0.0
436234,Bryan,0.0
212319,Richarlison,0.0
90585,Boly,0.0
245830,Bowler,0.0
475123,C.Miguel,0.0
569014,Da Silva Moreira,0.0
496179,Devine,0.0
199249,Reguilón,0.0
200826,Lo Celso,0.0
513046,Danilo,0.0
241157,E.Royal,0.0
461484,White,0.0
611917,Williams-Barnett,0.0
519321,Dorrington,0.0
592736,King,0.0
101148,Lascelles,0.0
209035,Panzo,0.0
132015,Højbjerg,0.0
229384,Irving,0.0
194799,Lewis,0.0
103192,Zouma,0.0
466404,Omobamidele,0.0
547719,Miley,0.0
111452,Odysseas,0.0
210494,N.Aguerd,0.0
243345,O'Brien,0.0
577114,L.Guilherme,0.0
84939,Ings,0.0
204822,O.Richards,0.0
19236,Ruddy,0.0
82143,Foderingham,0.0
169359,Targett,0.0
490881,Collyer,0.0
490885,Earthy,0.0
55459,Cresswell,0.0
149519,Cornet,0.0
244930,Mighten,0.0
545508,O'Brien-Whitmarsh,0.0
578512,Pivas,0.0
438098,Fábio Vieira,0.0
106760,Shaw,0.0
168090,Dahoud,0.0
491598,Peupion,0.0
445548,Offiah,0.0
574402,O’Mahony,0.0
243505,Moder,0.0
15157,Milner,0.0
550141,Mazilu,0.0
109345,March,0.0
484658,Kozlowski,0.0
612855,I.Osman,0.0
60307,Gross,0.0
243568,Gilmour,0.0
519324,Cozier-Duberry,0.0
49262,Steele,0.0
543158,Barco,0.0
475480,Baker-Boaitey,0.0
622536,Arthur,0.0
220695,Maghoma,0.0
592662,Yogane,0.0
499717,Meghoma,0.0
626464,G.Nunes,0.0
591357,Trevitt,0.0
48760,Zanka,0.0
507433,Valdimarsson,0.0
144485,Toney,0.0
441192,Sarmiento,0.0
450434,Undav,0.0
450539,Peart-Harris,0.0
478912,Chukwuemeka,0.0
457569,Petrović,0.0
465920,Mudryk,0.0
499309,Marc Guiu,0.0
204727,M.Sarr,0.0
66749,Lukaku,0.0
549068,Kellyman,0.0
514280,Gilchrist,0.0
232787,Gallagher,0.0
215413,Dewsbury-Hall,0.0
617054,Deivid,0.0
520295,D.D.Fofana,0.0
172850,Chilwell,0.0
110735,Webster,0.0
505187,Casadei,0.0
122074,Bettinelli,0.0
482158,Bergström,0.0
518620,Ângelo,0.0
532605,Andrey Santos,0.0
589100,Slater,0.0
539721,McConville,0.0
565858,Cahill,0.0
447720,Samuels,0.0
472739,Rushworth,0.0
513834,Moran,0.0
502500,Thiago,0.0
428580,Onyeka,0.0
488404,Pellistri,0.0
461025,Butler-Oyedeji,0.0
149484,Mings,0.0
462381,Marschall,0.0
465390,Kesler-Hayden,0.0
469247,Iling Jr,0.0
123354,Hause,0.0
462492,Gauci,0.0
461421,Dobbin,0.0
243557,Diaby,0.0
151589,Dendoncker,0.0
195546,Buendia,0.0
491287,Barrenechea,0.0
499167,Nichols,0.0
111782,Olsen,0.0
588796,Kabia,0.0
606745,Heaven,0.0
588793,Kacurri,0.0
551221,Setford,0.0
498046,Oulad M'hand,0.0
103955,Sterling,0.0
69752,Neto,0.0
223723,Tomiyasu,0.0
192895,Tierney,0.0
499175,Nwaneri,0.0
463748,Hein,0.0
578545,Nedeljkovic,0.0
248164,Sinisalo,0.0
51927,Mee,0.0
168991,Philip,0.0
628204,Konak,0.0
570241,Ji-soo,0.0
472713,Hickey,0.0
194010,Henry,0.0
183656,Dasilva,0.0
494041,Brierley,0.0
606774,Rees-Dottin,0.0
632822,Harris,0.0
606775,Winterburn,0.0
496683,Kinsey,0.0
444172,Dennis,0.0
495145,Paulsen,0.0
514315,Sousa,0.0
223911,Mepham,0.0
523700,Jebbison,0.0
463981,Hill,0.0
424044,H.Traorè,0.0
441240,Faivre,0.0
444180,Anthony,0.0
232980,Aarons,0.0
577731,Broggio,0.0
537403,Young,0.0
516159,Zych,0.0
514287,Swinkels,0.0
551230,Renato Veiga,0.0
488464,Wiley,0.0
508479,Jørgensen,0.0
532534,Alves,0.0
197464,N.Phillips,0.0
440148,Morton,0.0
491501,McConnell,0.0
158983,Endo,0.0
444884,Elliott,0.0
496208,Doak,0.0
491970,Clark,0.0
535928,Bajcetic,0.0
532535,Wilson-Brown,0.0
531997,Cartwright,0.0
501770,Nelson,0.0
95463,Ward,0.0
223541,Chiesa,0.0
244619,Thomas,0.0
436680,Stolarczyk,0.0
194190,Souttar,0.0
111931,Ricardo,0.0
461584,Marcal,0.0
207270,Iversen,0.0
549640,Golding,0.0
197469,Choudhury,0.0
461416,Cannon,0.0
199670,Edouard,0.0
108053,Townsend,0.0
219937,R.Williams,0.0
432987,Jaros,0.0
547692,Rak-Sakyi,0.0
554194,Simpson-Pusey,0.0
195851,McTominay,0.0
222690,Malacia,0.0
184667,Lindelof,0.0
21205,Heaton,0.0
465527,Hannibal,0.0
451302,Bayindir,0.0
467169,Antony,0.0
613120,Brits,0.0
494307,Alleyne,0.0
487837,Mubama,0.0
447880,Wilson-Esbrand,0.0
516250,Wright,0.0
464353,Davies,0.0
476369,Kaboré,0.0
472769,O’Reilly,0.0
220566,Rodrigo,0.0
432714,McAtee,0.0
121145,João Cancelo,0.0
461358,J.Alvarez,0.0
17601,Carson,0.0
477555,Bobb,0.0
500058,Danns,0.0
611926,Nallo,0.0
591386,Nyoni,0.0
108813,Walton,0.0
434044,Slicker,0.0
246265,Ndaba,0.0
224068,Turner,0.0
243571,Patterson,0.0
115382,Maupay,0.0
222627,J.Virginia,0.0
194164,Holgate,0.0
59949,Coleman,0.0
440323,Broja,0.0
576980,Marsh,0.0
590012,Kporha,0.0
530318,Rodney,0.0
579075,Agbinone,0.0
574398,Umeh-Chibueze,0.0
55494,Ward,0.0
106606,Luongo,0.0
86417,Schlupp,0.0
450542,Rak-Sakyi,0.0
531989,Ozoh,0.0
169593,Matthews,0.0
536694,M.França,0.0
156074,Holding,0.0
450535,Ebiowei,0.0
515621,Chadi Riad,0.0
466117,Ahamada,0.0
577016,Acheampong,0.0
550615,George,0.0
491012,Y. Chermiti,0.0
512462,O'Brien,0.0
609873,Armstrong,0.0
491557,Metcalfe,0.0
94926,Ladapo,0.0
524180,Humphreys,0.0
222625,Hirst,0.0
167191,Harness,0.0
214964,Edmundson,0.0
173818,Broadhead,0.0
517178,Baggott,0.0
462387,Al-Hamadi,0.0
591385,Amissah,0.0
573062,Godo,0.0
577725,King,0.0
246301,J.Cuenca,0.0
184349,Sessegnon,0.0
245824,Vinicius,0.0
490146,Stansfield,0.0
153366,Reed,0.0
82514,Ream,0.0
120721,Mbabu,0.0
515024,Harris,0.0
428971,Benda,0.0
547801,Bates,0.0
496178,Dixon,0.0
40349,Begovic,0.0
596054,Edozie,0.0
